endTime,artistName,trackName,msPlayed
2024-01-25 15:58,Duki,cONTRA><Mi,159736
2024-01-25 15:59,Paulo Londra,Maldita Abusadora,40822
2024-01-25 16:02,Bizarrap,Penas de Antaño,201272
2024-01-25 16:02,Salastkbron,La Chispa Es Una,6313
2024-01-25 16:02,Milo j,Morocha,1493
2024-01-25 16:04,Duki,Volando Bajito,134666
2024-01-25 16:07,WOS,OKUPA,143000
2024-01-25 16:09,Quevedo,Ahora y Siempre,149275
2024-01-25 16:11,Bizarrap,Toy en el Mic,137053
2024-01-25 16:14,Nicki Nicole,Llámame,124272
2024-01-25 16:16,Milo j,AL BORDE,148321
2024-01-25 16:19,Duki,antes de perderte (OG VERSION),166567
2024-01-25 16:23,KHEA,Loca,246382
2024-01-25 16:26,Dillom,Sauce,201640
2024-01-25 16:29,Bizarrap,"Paco Amoroso: Bzrp Music Sessions, Vol. 3",153372
2024-01-25 16:32,WOS,FRESCO,170302
2024-01-25 16:34,Milo j,Milagrosa,140288
2024-01-25 16:36,Duki,Ultimo Tren a Ameri,111844
2024-01-25 16:39,YSY A,SONIDO DEL AÑO,169614
2024-01-25 16:41,Emilia,Jagger.mp3,155861
2024-01-25 16:43,Bizarrap,YaMeFui,95481
2024-01-26 16:31,Bizarrap,"Young Miko: Bzrp Music Sessions, Vol. 58",1660
2024-01-26 16:33,Charlotte Cardin,Feel Good,163472
2024-01-26 16:36,Bizarrap,"Young Miko: Bzrp Music Sessions, Vol. 58",187172
2024-01-26 16:39,Kenya Grace,Strangers,172964
2024-01-26 16:42,Charles Aznavour,Hier encore,143466
2024-01-26 16:46,J. Cole,Work Out,235320
2024-01-26 16:48,YSY A,NO DA MÁS,168484
2024-01-26 16:50,Bad Bunny,MONACO,116388
2024-01-26 16:50,Sam Smith,"Baby, You Make Me Crazy",2780
2024-01-26 16:51,DJ Jeeh FDC,Forte Forte de Lacoste - Pra Começar o Final de Semana,1340
2024-01-26 16:51,Young Miko,ID,1570
2024-01-26 16:51,Michael Kiwanuka,You Ain't The Problem - Claptone Remix,2380
2024-01-26 16:51,Central Cee,LET GO,2550
2024-01-26 16:51,Theophilus London,Only You,2320
2024-01-26 16:51,Parcels,Overnight,1530
2024-01-26 16:51,Empire Of The Sun,We Are The People,1250
2024-01-26 16:51,Kavinsky,Nightcall,1840
2024-01-26 16:51,Nicki Nicole,Wapo Traketero - El Paredon Live Session,1390
2024-01-26 16:54,Young Miko,ID,5819
2024-01-26 16:54,Nicki Nicole,Wapo Traketero - El Paredon Live Session,181870
2024-01-26 16:56,Nicki Nicole,8 AM,147603
2024-01-26 17:00,Fito Paez,Polaroid De Locura Ordinaria,209240
2024-01-26 17:01,Hiko,Dancin Is What to Do (Sped Up) - Slay Slayyyy,78000
2024-01-26 17:02,ISTERIF,Honey See You,67806
2024-01-26 17:02,80purppp,34.0522° N,4070
2024-01-26 17:02,Feid,CLASSY 101,4000
2024-01-26 17:02,Dillom,Superglue - Remix,2070
2024-01-26 17:06,Tory Lanez,The Color Violet,226466
2024-01-26 17:10,Fred again..,Baby again..,2420
2024-01-26 17:10,MK,Rhyme Dust,6092
2024-01-26 17:10,MC Kevin o Chris,Ela É do Tipo,204930
2024-01-26 17:10,Purple Disco Machine,Wake Up! (feat. Kaleta),3400
2024-01-26 17:12,Hotel Ugly,Shut up My Moms Calling (Sped up),135529
2024-01-26 17:12,Skrillex,XENA,19450
2024-01-26 17:16,Skrillex,Butterflies,195937
2024-01-26 17:20,Swedish House Mafia,Moth To A Flame (with The Weeknd),234000
2024-01-26 17:23,Oliver Tree,Miss You - Bonus Track,206000
2024-01-26 17:25,Rei,SOMOS NOSOTROS,122666
2024-01-26 17:28,Ke Personajes,Si No Te Tengo / Ángel / Aquello Que Pasó,160715
2024-01-26 17:38,Deep Purple,Child in Time,619266
2024-01-26 18:02,Jimi Hendrix,Little Wing,14393
2024-01-27 15:30,Kenya Grace,Strangers,5015
2024-01-27 15:33,Kenya Grace,Strangers,172964
2024-01-27 15:35,Elley Duhé,MONEY ON THE DASH - SPED UP,116465
2024-01-27 15:37,Hotel Ugly,Shut up My Moms Calling (Sped up),135529
2024-01-27 15:38,Labrinth,Formula,35338
2024-01-27 15:41,Teddy Swims,Lose Control,210688
2024-01-27 15:44,Kenya Grace,Afterparty Lover,141155
2024-01-27 15:46,lucidbeatz,Let U Go,128004
2024-01-27 15:48,EKKSTACY,i walk this earth all by myself,145634
2024-01-27 15:51,Jack Harlow,Lovin On Me,138411
2024-01-27 15:53,Skrillex,Rumble,146571
2024-01-27 15:56,Kenya Grace,Meteor,171279
2024-01-27 15:58,Dominic Fike,Babydoll,97960
2024-01-27 16:00,VisionV,Lonely,165961
2024-01-27 16:04,Emmit Fenn,The Chase,193608
2024-01-27 16:07,Sonny Fodera,Asking,191590
2024-01-27 16:10,The Weeknd,Is There Someone Else?,199111
2024-01-27 16:12,Jorja Smith,Little Things x Gypsy Woman - L BEATS MASHUP,131000
2024-01-27 16:15,Chance Peña,i am not who i was,145438
2024-01-27 16:17,Kenya Grace,Oranges,103688
2024-01-27 16:21,Sophie Ellis-Bextor,Murder On The Dancefloor,230013
2024-01-27 16:24,Fred again..,ten,181545
2024-01-27 16:26,Tory Lanez,Hurts Me,140800
2024-01-27 16:28,YellowStraps,Slowdown (girl what's up),123000
2024-01-27 16:29,Zeph,could you love me while i hate myself,60333
2024-01-27 16:32,Kenya Grace,Only In My Mind,161137
2024-01-27 16:34,Lavern,Human,133636
2024-01-27 16:38,Empire Of The Sun,We Are The People,267373
2024-01-27 16:41,OneRepublic,I Ain't Worried,148485
2024-01-27 16:44,Taylor Swift,Anti-Hero,200690
2024-01-27 16:47,Kenya Grace,Paris,180527
2024-01-27 16:51,ANOTR,Relax My Eyes,192150
2024-01-27 16:53,BUNT.,Clouds,158760
2024-01-27 16:54,Disco Lines,Baby Girl,21826
2024-01-27 16:55,I Monster,Daydream In Blue,75650
2024-01-27 16:56,Gunter Kallmann Choir,Daydream,57562
2024-01-27 16:57,I Monster,Daydream In Blue,52964
2024-01-27 16:59,I Monster,Who Is She ?,114497
2024-01-27 17:03,I Monster,Lust for a Vampyr,273506
2024-01-27 17:07,I Monster,Daydream in Blue - BBC Radio 2 Session,238737
2024-01-27 17:10,I Monster,Everyone's A Loser,195680
2024-01-27 17:14,I Monster,The Desert,243478
2024-01-27 17:16,I Monster,The Blue Wrath,92693
2024-01-27 17:20,I Monster,She Sucks,209057
2024-01-27 17:21,I Monster,Sickly Suite Part Three: Gone,57760
2024-01-27 17:22,I Monster,The Weather,50269
2024-01-29 13:57,Charlotte Cardin,Feel Good,163472
2024-01-29 14:00,Bizarrap,"Young Miko: Bzrp Music Sessions, Vol. 58",187172
2024-01-29 14:03,Kenya Grace,Strangers,172964
2024-01-29 14:03,Charles Aznavour,Hier encore,20733
2024-01-29 14:07,Bad Bunny,MONACO,267194
2024-01-29 14:09,Sam Smith,"Baby, You Make Me Crazy",87071
2024-01-29 14:12,Hansom Ēli,Clandestina - Remix,215000
2024-01-29 14:16,Mauvaise Bouche,Dingue,187933
2024-01-29 18:54,Mino Conte & Co,Whispers of jazz in the Wind,986
2024-01-29 18:54,Nell Widmer,Dans ma tête,29120
2024-01-29 19:00,Trio Del Norte,Lonely Streets,368388
2024-01-29 19:09,Tim Franks Trio,You Go To My Head,299029
2024-01-29 19:13,Mino Conte & Co,Cool Breeze,253350
2024-01-29 19:17,Anthony Hide Trio,Soulful Serenade,230232
2024-01-29 19:20,Annie Berenson,Clear Out,205443
2024-01-29 19:23,Joyce Trio,Midnight Mood,178511
2024-01-29 19:27,Greydon Park Band,Mystic Moonlight Groove,211079
2024-01-29 19:29,Drew Milner,Stella By Starlight,165079
2024-01-29 19:32,Arthur Taylor Trio,Above All,182733
2024-01-29 19:37,Al Fowler Trio,Was It Me?,261777
2024-01-29 19:40,The Levon Trio,Once Knowing,194794
2024-01-29 19:45,Midnight Trio,There Will Be Better Days,299349
2024-01-29 19:48,Garry Cooper Trio,Back on schedule,145220
2024-01-29 19:50,Martin Hoper,Hope Street,148438
2024-01-29 19:53,Tom Francis,Gentle Rain,192874
2024-01-29 19:56,Eternal Time Trio,Konrad,165000
2024-01-29 20:00,Courtney Salas Group,Worry and Gossip,221392
2024-01-29 20:03,Duponte et Duponte,Hidden Harmonies,199809
2024-01-29 20:06,Baker St.,The First Step,182606
2024-01-29 20:09,Cara Myers Trio,The Foolish Heart,183488
2024-01-29 20:13,Joe Wilson Trio,Where or When,208201
2024-01-29 20:15,Lia Riggs Trio,Don’t ruin it,134035
2024-01-29 20:18,James & LIsa,Dreams About Change,197253
2024-01-29 20:21,Madeleine West,Speak Low,164726
2024-01-29 20:25,Trois Amis,Echoes of Elegance,251656
2024-01-30 13:40,Nordic Light Trio,Stars Above,172132
2024-01-30 13:43,Charlotte Cardin,Feel Good,163472
2024-01-30 13:46,Bizarrap,"Young Miko: Bzrp Music Sessions, Vol. 58",187172
2024-01-30 13:49,Kenya Grace,Strangers,172964
2024-01-30 13:50,Charles Aznavour,Hier encore,17958
2024-01-30 13:52,Hotel Ugly,Shut up My Moms Calling,164571
2024-01-30 13:54,Elley Duhé,MONEY ON THE DASH - SPED UP,116465
2024-01-30 13:58,Teddy Swims,Lose Control,210688
2024-01-30 14:00,Jack Harlow,Lovin On Me,138411
2024-01-30 14:02,Kenya Grace,Afterparty Lover,141155
2024-01-30 14:04,Matt Sassari,Give It To Me - Full Vocal Mix,102860
2024-01-30 14:08,Tory Lanez,The Color Violet,226466
2024-01-30 14:09,noturgf,It's Called: Freefall - Sped Up,68834
2024-01-30 14:10,Zeph,could you love me while i hate myself,60333
2024-01-30 14:13,Chance Peña,i am not who i was,145438
2024-01-30 18:12,Kenya Grace,Meteor - Edit,164281
2024-02-01 23:16,Bizarrap,"Young Miko: Bzrp Music Sessions, Vol. 58",187172
2024-02-01 23:18,Blessd,SI SABE FERXXO,152500
2024-02-01 23:21,Eladio Carrion,Bendecido,142736
2024-02-01 23:24,Cosculluela,Madura,190995
2024-02-01 23:27,Bad Bunny,PERRO NEGRO,162767
2024-02-01 23:27,Luck Ra,HOLA PERDIDA,21126
2024-02-01 23:27,Feid,LUNA,890
2024-02-01 23:30,Kali Uchis,No Hay Ley Parte 2 (with Rauw Alejandro),188268
2024-02-01 23:34,Eladio Carrion,Hey Lil Mama,216338
2024-02-01 23:36,Bizarrap,Fruto,132294
2024-02-01 23:40,Bad Bunny,MONACO,267194
2024-02-01 23:41,Milo j,M.A.I,7654
2024-02-01 23:43,YSY A,NO DA MÁS,168484
2024-02-01 23:44,Trueno,No Cap - A COLORS SHOW,66725
2024-02-01 23:45,Haze,En To Lao,1470
2024-02-01 23:45,Eladio Carrion,La Canción Feliz Del Disco,4030
2024-02-03 17:13,Bizarrap,"Young Miko: Bzrp Music Sessions, Vol. 58",187172
2024-02-03 17:13,Eladio Carrion,Hey Lil Mama,19495
2024-02-03 17:16,Blessd,SI SABE FERXXO,152500
2024-02-03 17:19,YSY A,FLECHAZO EN EL CENTRO,185241
2024-02-03 17:21,Milo j,MORNING,101151
2024-02-03 17:24,Kali Uchis,No Hay Ley Parte 2 (with Rauw Alejandro),188268
2024-02-03 17:26,TWENTY SIX,Buscando Money,150000
2024-02-03 17:27,Eladio Carrion,La Canción Feliz Del Disco,43792
2024-02-03 17:30,Bad Bunny,PERRO NEGRO,162767
2024-02-03 17:31,Feid,ALAKRAN,90613
2024-02-03 17:31,Bizarrap,Fruto,3176
2024-02-03 17:34,YSY A,NO DA MÁS,168484
2024-02-03 17:35,Milo j,M.A.I,37543
2024-02-03 17:36,Eladio Carrion,Bendecido,44650
2024-02-03 17:40,Bad Bunny,MONACO,267194
2024-02-03 17:41,Mesita,Una Foto,63655
2024-02-03 17:41,Bizarrap,"C.R.O: Bzrp Music Sessions, Vol. 29",14080
2024-02-03 17:45,Feid,LUNA,196800
2024-02-03 17:47,Nicki Nicole,8 AM,147603
2024-02-03 17:48,Eladio Carrion,Todo Lit,27311
2024-02-03 17:48,Bad Bunny,HIBIKI,22634
2024-02-03 17:51,Bizarrap,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56",191254
2024-02-03 17:53,YSY A,CÓMO CHILLA ELLA,134581
2024-02-03 17:54,Xavi,La Diabla,3836
2024-02-03 17:54,Trueno,No Cap - A COLORS SHOW,8128
2024-02-03 17:57,Bizarrap,Toy en el Mic,16895
2024-02-03 17:57,Eladio Carrion,El Malo,209655
2024-02-03 19:55,Feid,Ferxxo 100,20181
2024-02-03 19:57,Nicki Nicole,DISPARA ***,76885
2024-02-03 20:00,Bad Bunny,UN PREVIEW,165582
2024-02-03 20:00,Bad Gyal,Bota Niña,37245
2024-02-03 20:03,Bizarrap,Penas de Antaño,3195
2024-02-03 20:03,Eladio Carrion,Nota,159482
2024-02-03 20:06,Haze,En To Lao,182335
2024-02-03 20:08,Sky Rompiendo,El Cielo,145962
2024-02-03 20:12,Bad Bunny,FINA,216327
2024-02-03 20:14,Nicki Nicole,Enamórate,147785
2024-02-04 00:11,Eladio Carrion,TQMQA,89819
2024-02-04 00:32,YSY A,24/7 6.5,34411
2024-02-04 00:36,YSY A,24/7 6.5,115386
2024-02-04 00:38,Bizarrap,Fruto,131065
2024-02-04 00:41,Arcángel,Hace Mucho Tiempo,169609
2024-02-04 00:43,Eladio Carrion,Bendecido,141412
2024-02-04 00:47,Bad Bunny,MONACO,264663
2024-02-04 00:48,Milo j,MORNING,40802
2024-02-04 00:51,Cosculluela,Madura,190694
2024-02-04 00:55,Feid,LUNA,194962
2024-02-04 00:56,Bizarrap,Toy en el Mic,101168
2024-02-04 00:59,Eladio Carrion,Tu Ritmo,158451
2024-02-04 01:02,Bad Bunny,HIBIKI,206048
2024-02-04 01:06,YSY A,LUGARES QUE LLEGO,223807
2024-02-04 01:09,Rvfv,Mi Luz (ft. Rels B),166394
2024-02-04 01:12,Milo j,M.A.I,182308
2024-02-04 01:15,Nicki Nicole,8 AM,146194
2024-02-04 01:19,Eladio Carrion,Todo Lit,239684
2024-02-04 01:21,Bad Bunny,UN PREVIEW,164051
2024-02-04 01:24,Bizarrap,"C.R.O: Bzrp Music Sessions, Vol. 29",144959
2024-02-04 01:26,Trueno,No Cap - A COLORS SHOW,128855
2024-02-04 01:29,Bad Gyal,Bota Niña,207698
2024-02-04 01:33,YSY A,FLECHAZO EN EL CENTRO,183507
2024-02-04 01:36,Eladio Carrion,El Malo,207657
2024-02-04 01:40,Bad Bunny,FINA,214285
2024-02-04 01:42,Mesita,Una Foto,121357
2024-02-04 01:44,Nicki Nicole,DISPARA ***,142569
2024-02-04 01:47,Bizarrap,Penas de Antaño,199376
2024-02-04 01:51,Young Miko,Sale el Sol,186820
2024-02-04 01:53,Eladio Carrion,Nota,157973
2024-02-04 01:57,Bad Bunny,NO ME QUIERO CASAR,223527
2024-02-04 01:59,YSY A,CÓMO CHILLA ELLA,133317
2024-02-04 02:02,Bizarrap,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56",189440
2024-02-04 02:05,Nicki Nicole,Enamórate,146428
2024-02-04 02:07,Emilia,JET_Set.mp3,144539
2024-02-04 02:10,Eladio Carrion,TQMQA,168281
2024-02-04 02:14,Bad Bunny,THUNDER Y LIGHTNING,215108
2024-02-04 02:17,Sky Rompiendo,El Cielo,189529
2024-02-04 02:20,Bizarrap,"Quevedo: Bzrp Music Sessions, Vol. 52",197029
2024-02-04 02:23,Nicki Nicole,CAEN LAS ESTRELLAS,143812
2024-02-04 02:25,Emilia,Exclusive.mp3,119474
2024-02-04 02:28,Eladio Carrion,Me Gustas Natural,168513
2024-02-04 02:31,Bizarrap,"Young Miko: Bzrp Music Sessions, Vol. 58",185387
2024-02-04 02:33,Bad Bunny,PERRO NEGRO,161241
2024-02-04 02:36,TWENTY SIX,Buscando Money,148591
2024-02-04 02:39,Myke Towers,LA FALDA,172610
2024-02-04 02:41,Feid,LA VUELTA,120759
2024-02-04 02:44,YSY A,NO DA MÁS,166895
2024-02-04 02:45,Eladio Carrion,RKO,105669
2024-02-04 02:50,Bad Bunny,MONACO,264657
2024-02-04 02:52,Blessd,SI SABE FERXXO,151072
2024-02-04 02:56,Mesita,Una Foto Remix (feat. Emilia),241600
2024-02-04 02:58,Feid,ALAKRAN,89753
2024-02-04 03:02,Bad Gyal,Fiebre (Prod. King DouDou),245200
2024-02-04 03:04,YSY A,24/7 6.5,136263
2024-02-04 03:08,Eladio Carrion,Sigo Enamorau',193076
2024-02-04 03:11,Kali Uchis,No Hay Ley Parte 2 (with Rauw Alejandro),186500
2024-02-04 03:14,Bizarrap,YaMeFui,180885
2024-02-04 03:17,ROSALÍA,BESO,192707
2024-02-04 03:20,Bad Gyal,Perdió Este Culo,157799
2024-02-04 03:23,Bad Bunny,La Santa,204496
2024-02-04 03:26,Peso Pluma,BELLAKEO,195478
2024-02-04 03:30,Bizarrap,"Milo J: Bzrp Music Sessions, Vol. 57",188104
2024-02-04 03:33,Feid,FERXXO 151,193534
2024-02-04 03:35,KAROL G,QUE CHIMBA DE VIDA,122188
2024-02-04 03:38,Nicki Nicole,qué le pasa conmigo?,165709
2024-02-04 03:41,Bad Bunny,SEDA,188662
2024-02-04 03:43,Rels B,cómo dormiste?,111560
2024-02-04 03:45,Bizarrap,No soy Eterno,150017
2024-02-04 03:48,Milo j,UNA BALA,182173
2024-02-04 03:52,Rauw Alejandro,DILUVIO,195190
2024-02-04 03:55,Gonzy,X'CLUSIVO,173943
2024-02-04 03:57,Bad Gyal,Give Me,164003
2024-02-04 04:00,Bizarrap,"Morad: Bzrp Music Sessions, Vol. 47",175921
2024-02-04 04:04,Bad Bunny,Tarot,235677
2024-02-04 04:07,Milo j,AL BORDE,146933
2024-02-04 04:09,Marshmello,Tempo,106863
2024-02-04 04:11,Feid,CUAL ES ESA,170899
2024-02-04 04:14,Bizarrap,"YSY A: Bzrp Music Sessions, Vol. 37",155181
2024-02-04 04:17,Nicki Nicole,Verte,155948
2024-02-04 04:19,Duki,hARAkiRI,160091
2024-02-04 04:22,Milo j,Milagrosa,138979
2024-02-04 04:26,Bad Bunny,Moscow Mule,243587
2024-02-04 04:28,Bizarrap,"Nicki Nicole: Bzrp Music Sessions, Vol. 13",141965
2024-02-04 04:31,Tainy,mañana,173527
2024-02-04 04:34,Peso Pluma,ROMPE LA DOMPE,164094
2024-02-04 04:38,LATIN MAFIA,Patadas de Ahogado,222708
2024-02-04 04:40,Feid,LUCES DE TECNO,322
2024-02-04 04:40,Milo j,Morocha,137884
2024-02-06 11:17,Charlotte Cardin,Feel Good,7744
2024-02-06 11:20,Kenya Grace,Strangers,172964
2024-02-06 11:22,Charlotte Cardin,Feel Good,163472
2024-02-06 11:27,Justice,One Night/All Night,276066
2024-02-06 11:30,Benson Boone,Beautiful Things,180304
2024-02-06 11:32,Zeph,could you love me while i hate myself,9977
2024-02-06 11:32,lucidbeatz,Let U Go,128004
2024-02-06 11:35,Kenya Grace,Afterparty Lover,141155
2024-02-06 11:38,Fred again..,leavemealone,222784
2024-02-06 11:41,RSCL,Lost,153182
2024-02-06 11:43,Elley Duhé,MONEY ON THE DASH - SPED UP,116465
2024-02-06 11:45,Tory Lanez,Hurts Me,140800
2024-02-06 11:50,The Weeknd,Die For You,260253
2024-02-06 11:53,Kenya Grace,Meteor,171279
2024-02-06 11:54,Matt Sassari,Give It To Me - Full Vocal Mix,102860
2024-02-06 11:58,Emmit Fenn,The Chase,193608
2024-02-06 11:59,Dominic Fike,Babydoll,97960
2024-02-06 12:12,Sonny Fodera,Asking,31759
2024-02-06 12:19,TINI,La Triple T,9813
2024-02-06 15:56,I Monster,Daydream In Blue,1457
2024-02-06 15:56,TINI,La Triple T,4568
2024-02-06 16:00,I Monster,Daydream In Blue,222775
2024-02-06 16:03,SAULT,Wildfires,206908
2024-02-06 16:06,Wax Tailor,Seize The Day,161475
2024-02-06 16:09,Jungle,Happy Man,191499
2024-02-06 16:13,Gorillaz,New Gold (feat. Tame Impala and Bootie Brown),215122
2024-02-06 16:16,Chet Faker,No Diggity,221490
2024-02-06 16:18,Bill Withers,Ain't No Sunshine,125058
2024-02-06 16:22,Snoh Aalegra,Nothing Burns Like The Cold,209866
2024-02-06 16:25,Thundercat,Them Changes,188419
2024-02-06 16:29,Empire Of The Sun,We Are The People,267329
2024-02-06 16:35,I Monster,Daydream In Blue,1067
2024-02-06 16:35,Phoebe Killdeer,The Fade Out Line,3755
2024-02-06 16:35,Phoebe Killdeer,The Fade Out Line,2506
2024-02-06 16:35,Nightmares On Wax,You Wish,251472
2024-02-06 16:35,Tears For Fears,Everybody Wants To Rule The World,251456
2024-02-06 16:41,Joe Strummer,Mondo Bongo,372527
2024-02-06 16:45,SAULT,Wildfires,206908
2024-02-06 16:48,The Whitest Boy Alive,Burning,161135
2024-02-06 16:51,Jungle,Happy Man,191499
2024-02-06 16:55,LEISURE,Got It Bad,205564
2024-02-06 16:58,Chet Faker,No Diggity,221490
2024-02-06 17:01,Bill Withers,Ain't No Sunshine,125058
2024-02-06 17:04,Snoh Aalegra,Nothing Burns Like The Cold,209866
2024-02-06 17:09,Metronomy,The Look,277622
2024-02-06 17:12,Electric Guest,This Head I Hold,175747
2024-02-06 17:15,Thundercat,Them Changes,188419
2024-02-06 17:18,Nightmares On Wax,You Wish,209280
2024-02-06 17:20,Wax Tailor,Ungodly Fruit,101274
2024-02-06 17:23,Dusty Springfield,Spooky,134114
2024-02-06 17:26,Gorillaz,New Gold (feat. Tame Impala and Bootie Brown),215122
2024-02-06 17:29,The Cure,Boys Don't Cry,155943
2024-02-06 17:34,Chet Faker,Gold,285229
2024-02-06 17:37,M83,Solitude - Felsmann + Tiley Reinterpretation,222323
2024-02-06 17:41,Bonobo,Days To Come,229492
2024-02-06 17:44,Nina Simone,Feeling Good,173965
2024-02-06 17:48,Empire Of The Sun,We Are The People,267329
2024-02-06 17:53,Tears For Fears,Everybody Wants To Rule The World,251456
2024-02-06 17:56,Chinese Man,Ordinary Man,218324
2024-02-06 18:01,STRFKR,Golden Light,283048
2024-02-06 18:04,Wax Tailor,Que Sera,164047
2024-02-06 20:24,Charlotte Cardin,Feel Good,2060
2024-02-06 20:24,J. Cole,Work Out,3111
2024-02-06 20:25,SAULT,Wildfires,8440
2024-02-06 20:27,EKKSTACY,i walk this earth all by myself,145634
2024-02-06 20:31,Fred again..,leavemealone,222784
2024-02-06 20:35,Empire Of The Sun,We Are The People - southstar Remix,236157
2024-02-06 20:37,OneRepublic,I Ain't Worried,148485
2024-02-06 20:41,The Weeknd,Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),215466
2024-02-06 20:45,Clams Casino,I'm God,277710
2024-02-06 20:47,Kenya Grace,Oranges,103688
2024-02-06 20:50,Kenya Grace,Paris,180527
2024-02-06 20:53,The Weeknd,Is There Someone Else?,199111
2024-02-06 20:56,Good Neighbours,Home,157485
2024-02-06 20:57,Zeph,could you love me while i hate myself,60333
2024-02-06 21:00,BUNT.,Clouds,158760
2024-02-06 21:01,Matt Sassari,Give It To Me - Full Vocal Mix,102860
2024-02-06 21:04,Jorja Smith,Little Things x Gypsy Woman - L BEATS MASHUP,131000
2024-02-06 21:07,Kenya Grace,Strangers,172964
2024-02-06 21:09,Hotel Ugly,Shut up My Moms Calling,164571
2024-02-06 21:13,GenriX,novocaine,195605
2024-02-06 21:15,YellowStraps,Slowdown (girl what's up),123000
2024-02-06 21:17,lucidbeatz,Let U Go,128004
2024-02-06 21:19,Stephen Sanchez,High,161567
2024-02-06 21:22,Sabrina Carpenter,Nonsense,163648
2024-02-06 21:25,Frank Ocean,Pink + White,184516
2024-02-07 14:07,The Smiths,This Charming Man - 2011 Remaster,1839
2024-02-07 14:17,cassö,Prada,57192
2024-02-09 14:51,Arctic Monkeys,Fluorescent Adolescent,183893
2024-02-09 14:53,Hotel Ugly,Shut up My Moms Calling,122377
2024-02-09 17:34,The Weeknd,Stargirl Interlude,111626
2024-02-09 17:37,The Cure,Boys Don't Cry,155973
2024-02-09 17:38,Dominic Fike,Babydoll,97960
2024-02-09 17:41,Arctic Monkeys,Mardy Bum,175440
2024-02-09 17:44,alt-J,Left Hand Free,173630
2024-02-09 17:46,Eyedress,Romantic Lover,86739
2024-02-09 17:49,Frank Ocean,Pink + White,184516
2024-02-09 17:52,Tame Impala,Elephant,211226
2024-02-09 17:55,Arctic Monkeys,Why'd You Only Call Me When You're High?,161123
2024-02-09 17:59,Gorillaz,On Melancholy Hill,233866
2024-02-09 18:02,The Walters,I Love You So,160239
2024-02-09 18:04,Eyedress,Jealous,122338
2024-02-09 18:07,Two Door Cinema Club,Undercover Martyn,167773
2024-02-09 18:10,Tame Impala,The Less I Know The Better,216320
2024-02-09 18:13,Arctic Monkeys,I Wanna Be Yours,183956
2024-02-09 18:15,d4vd,Romantic Homicide,132630
2024-02-09 18:18,The Smiths,This Charming Man - 2011 Remaster,162920
2024-02-09 18:21,The Strokes,You Only Live Once,189226
2024-02-09 18:24,Billie Eilish,bellyache,179172
2024-02-09 18:28,Two Door Cinema Club,What You Know,191706
2024-02-09 18:32,Foster The People,Imagination,256266
2024-02-09 18:35,Arctic Monkeys,Snap Out Of It,193030
2024-02-09 18:39,Tame Impala,Borderline,237800
2024-02-09 18:43,The Black Keys,Fever,246306
2024-02-09 18:47,Gym Class Heroes,Cupid's Chokehold / Breakfast in America,243773
2024-02-09 18:49,Mitski,My Love Mine All Mine,137773
2024-02-09 23:24,Arctic Monkeys,R U Mine?,201726
2024-02-09 23:25,Gorillaz,Feel Good Inc.,146216
2024-02-09 23:27,Two Door Cinema Club,Sun,187720
2024-02-09 23:30,Surf Curse,Disco,152760
2024-02-09 23:34,The Black Keys,Fever,246306
2024-02-09 23:36,Tame Impala,Disciples,108546
2024-02-09 23:41,Arctic Monkeys,Body Paint,290584
2024-02-09 23:45,Gorillaz,DARE,244999
2024-02-09 23:48,alt-J,Left Hand Free,173630
2024-02-09 23:52,Amy Winehouse,Back To Black,241293
2024-02-09 23:57,The Black Keys,Lonely Boy,193653
2024-02-10 00:00,Florence + The Machine,You've Got The Love,168666
2024-02-10 00:04,Arctic Monkeys,Arabella,207356
2024-02-10 00:06,Surf Curse,Freaks,147062
2024-02-10 00:09,THE ANXIETY,Meet Me At Our Spot,162680
2024-02-10 00:13,alt-J,Fitzpleasure,219400
2024-02-10 00:14,Tame Impala,Disciples,108546
2024-02-10 00:17,"Tyler, The Creator",See You Again (feat. Kali Uchis),180386
2024-02-10 00:20,Arctic Monkeys,Teddy Picker,165000
2024-02-10 00:23,Beach Weather,"Sex, Drugs, Etc.",196784
2024-02-10 00:27,The Strokes,Last Nite,193050
2024-02-10 00:29,Steve Lacy,Dark Red,173104
2024-02-10 00:34,Peter Bjorn and John,Young Folks,276693
2024-02-10 00:39,Arctic Monkeys,Body Paint,290584
2024-02-10 00:42,Lana Del Rey,Doin' Time,202192
2024-02-10 00:46,Tame Impala,Feels Like We Only Go Backwards,192960
2024-02-10 00:49,The Strokes,Reptilia,219826
2024-02-10 00:52,Arctic Monkeys,Why'd You Only Call Me When You're High?,161123
2024-02-10 00:54,Dominic Fike,Babydoll,97960
2024-02-10 00:56,Hotel Ugly,Shut up My Moms Calling,164571
2024-02-10 00:58,The Weeknd,Stargirl Interlude,111626
2024-02-10 01:02,Lord Huron,The Night We Met,208211
2024-02-10 01:05,Tame Impala,Elephant,211226
2024-02-10 01:08,Arctic Monkeys,Fluorescent Adolescent,183893
2024-02-10 01:11,Frank Ocean,Pink + White,184516
2024-02-10 01:14,The Walters,I Love You So,160239
2024-02-10 01:18,Fitz and The Tantrums,Out of My League,209386
2024-02-10 01:23,Milky Chance,Stolen Dance,313684
